epoch,train_loss,train_err,test_err
0,22.96076774597168,6.968055949208947,7.3772303903822625
1,0.5746439695358276,6.995453944331486,7.4967161659865225
2,5.932705402374268,7.3191027002754,7.5364753585633295
3,0.11829360574483871,7.345514159590588,7.593115497769898
4,0.013593355193734169,7.083123263731423,7.519689948085488
5,0.30737313628196716,7.93940753082622,8.064380658517887
6,0.04268079251050949,6.989540979359517,7.438266471969791
7,0.2977922558784485,6.944039419136822,7.324967045525173
8,0.04254620522260666,7.0426548949633005,7.362312519270602
9,0.025152215734124184,6.991720034904494,7.58647794409522
10,0.015262465924024582,7.049215854840111,7.5206882902554915
11,3.333864688873291,7.0198454372639585,7.389868740758207
12,0.034892912954092026,6.940059402517123,7.424383175929275
13,14.547035217285156,6.970556870550721,7.457036558249868
14,0.03519458696246147,7.13692543566472,7.793241191575894
15,7.666175842285156,6.944904543913947,7.41228316067507
16,0.12537367641925812,7.06052511687329,7.684523444382623
17,0.05286639183759689,7.038165414033406,7.622035893384458
18,0.9830588102340698,7.340997634811621,7.989950112781068
19,0.036908674985170364,7.1134577320555294,7.825612724035044
20,3.5576014518737793,7.057929934652159,7.663488486424764
21,0.91506427526474,7.194187406870561,8.12479450234345
22,0.049112241715192795,7.374158353574029,7.969812048203231
23,0.1990530788898468,7.0457156462121375,7.607314617570996
24,4.235918998718262,7.650322714239309,8.737878695733922
25,0.11597787588834763,7.205439907527713,8.07012484586418
26,0.027910221368074417,7.260910452599235,7.9036085955272934
27,0.4102935791015625,7.497301693455463,8.058633132970758
28,0.19390606880187988,7.410062422212363,8.348989613964271
29,8.620055198669434,7.12907097545595,7.709515867800247
30,0.03876973316073418,7.290195753408363,8.144741089910736
31,0.22143308818340302,8.391997159617762,9.637302849827925
32,0.017113754525780678,7.279271442384516,7.827214648989305
33,38.48582077026367,7.240370674483815,7.972714182138702
34,7.840627670288086,7.343730953224127,7.941859895090868
35,0.029548468068242073,7.499043912578175,8.426848879152137
36,1.2130283117294312,7.890963858988442,8.60896367627076
37,0.04491482675075531,8.121805604306914,9.346160537572999
38,0.07457304745912552,7.402074406605891,8.304059078741675
39,1.6890215873718262,7.524387056627511,8.312887031104713
40,0.042859118431806564,7.541187805256123,8.25852029932215
41,0.13064073026180267,7.296220241103849,8.03210677035828
42,6.346438884735107,7.558861790432501,8.27563703291196
43,0.09733562171459198,7.8322418251503265,8.877915510239294
44,6.047410011291504,7.375922806781261,8.21959494370383
45,0.024435371160507202,7.9535289261237185,9.132941358849303
46,0.516222357749939,7.210091280734248,7.82402800548601
47,0.028751326724886894,7.652433193061529,8.447095797978056
48,0.27558544278144836,7.37985080831098,8.283582456698738
49,0.3289651870727539,8.223919156981182,9.427298639482373
50,0.15471717715263367,7.822284199168026,8.530678466196052
51,27.018592834472656,7.852831265795352,8.852650667329803
52,0.2883257567882538,7.916712020628554,9.07336190815379
53,6.076648712158203,8.084002325290108,9.165186564739832
54,0.05223308131098747,7.366942041239634,8.220086818096918
55,0.6820375919342041,7.498335637052,8.029077044931542
56,13.512812614440918,7.263748461044418,7.906706561681649
57,0.5084365010261536,7.181306477090905,7.8095298440873835
58,0.046175919473171234,7.442336182616821,8.072016007542766
59,0.05665593594312668,7.767426613668376,8.514333158030535
60,16.69276237487793,7.693789841607314,8.334040600160714
61,0.1217183843255043,7.34906620900402,8.022343469692803
62,2.469735622406006,7.824901794668009,8.82664206847289
63,0.024146655574440956,7.8323196217676525,8.857355694880365
64,17.046682357788086,7.70315248088706,8.515565742138214
65,0.08074909448623657,7.473936346644977,8.105942273720164
66,1.3051878213882446,7.523022969622756,8.181346951808637
67,0.9403759837150574,7.309374014615506,7.77718341902859
68,0.15846459567546844,7.491427925518626,7.960777952614847
69,0.013614035211503506,7.451312156075384,8.082926102683519
70,0.0446745827794075,7.2075414610557615,7.8683423936782395
71,2.8784964084625244,7.5371501730958705,8.397840408368186
72,0.10464206337928772,7.44125989951137,8.440713230033733
73,1.4694992303848267,7.119651776082781,7.687521903830798
74,18.846899032592773,7.4276174234331105,8.23547026032147
75,0.05091598629951477,7.649679079471115,8.32888494916455
76,51.54392623901367,7.834704955832398,8.972152353150815
77,0.09022451192140579,7.343986763170592,8.050099910519213
78,0.029881427064538002,7.742166134752887,8.397960097467339
79,0.06060691177845001,7.677443881113539,8.662756031749037
80,3.5276334285736084,7.957789489361224,8.608289423463575
81,0.1523207724094391,8.031864832360007,8.608404547365492
82,5.210212707519531,7.410389948288448,8.178735749147028
83,10.951005935668945,7.465085742559373,8.38984240954969
84,0.050571274012327194,7.755353358971597,8.45161457809227
85,153.64141845703125,7.802869581401051,8.42483152449131
86,14.447504997253418,7.686551685059389,8.644508221163981
87,0.01542902085930109,7.5756139382594245,8.244302472657806
88,0.029628505930304527,8.100645243082274,8.840210312347898
89,0.1845613718032837,7.666426129142227,8.593088183603948
90,2.786463737487793,7.223102066602809,7.940837644287207
91,7.3782639503479,7.7133427595312725,8.402958050532467
92,0.08057301491498947,7.515209503993112,8.38892507423624
93,0.1196463406085968,7.663335735283875,8.233621743192916
94,0.43717095255851746,7.699289301207593,8.63980205643935
95,0.1284002810716629,7.675703043378243,8.24990360335632
96,0.3146004378795624,7.681460898843553,8.381694716417623
97,0.04713907837867737,7.982836916255365,8.624397345562222
98,2.771866798400879,7.376629457892646,8.189811620903477
99,0.04712935537099838,8.057389411733116,8.870303192730825
100,1.8479382991790771,7.679132335371922,8.682668256991988
101,0.10330362617969513,7.501573647527941,8.470785133443279
